title;address;averageprice;rating
Sodam;39, rue de Gergovie 75014 Paris;Prix moyen 20 €;9,1
Izu;7 Rue Véronèse 75013 Paris;Prix moyen 22 €;8,7
La Table du Caviste Bio;55 Rue de Prony 75017 Paris;Prix moyen 35 €;9,4
KBG Korean Barbecue Grill;14 Rue du Dragon 75006 Paris;Prix moyen 35 €;8,8
Restaurant De Sers - Hôtel De Sers;41, avenue Pierre 1er de Serbie 75008 Paris;Prix moyen 63 €;8,8
Chez Qian;57 Rue de Chabrol 75010 Paris;Prix moyen 18 €;8,7
Benkay Teppan-Yaki - Hôtel Novotel Tour Eiffel;61 Quai de Grenelle 75015 Paris;Prix moyen 85 €;9,4
Dixit;14 Rue Duc 75018 Paris;Prix moyen 23 €;9,4
La Fermette Marbeuf;5, rue Marbeuf 75008 Paris;Prix moyen 48 €;8,8
Jia Yan;5 Rue Humblot 75015 Paris;Prix moyen 25 €;9,1
Dindigul Thalappakatti;176 Rue du Faubourg Saint-Denis 75010 Paris;Prix moyen 20 €;8,7
Le 38 Bar Lounge;38 Rue de l'Échiquier 75010 Paris;Prix moyen 30 €;9,1
A Cursita;255 Rue du Faubourg Saint-Antoine 75011 Paris;Prix moyen 32 €;9,1
Sequana;72 Quai des Orfèvres 75001 Paris;Prix moyen 50 €;9,4
Kambodgia;15, rue de Bassano 75016 Paris;Prix moyen 35 €;9,1
Apulia;32 Rue Liancourt 75014 Paris;Prix moyen 25 €;9,6
Crêperie Parisienne;70 Avenue Jean Moulin, Paris, France 75014 Paris;Prix moyen 20 €;9,1
La Boussole;12, rue Guisarde 75006 Paris;Prix moyen 29 €;8,8
Le Petit Fakra;77, rue Léon Frot 75011 Paris;Prix moyen 20 €;9,1
Impatience;16 Rue de Lancry 75010 Paris;Prix moyen 25 €;9,1
Camélia - Mandarin Oriental, Paris;251, rue Saint-Honoré 75001 Paris;Prix moyen 85 €;9,1
INDIAN HOUSE;27, rue de Gassendi 75014 Paris;Prix moyen 25 €;9,1
L'Ardoise du XV;70 Rue Sébastien Mercier 75015 Paris;Prix moyen 35 €;9,1
Le Colimaçon;44 Rue Vieille du Temple 75004 Paris;Prix moyen 45 €;9,3
Graindorge;15, rue de l'Arc de Triomphe 75017 Paris;Prix moyen 40 €;9,2
Le Robinet;123 Boulevard de Ménilmontant 75011 Paris;Prix moyen 25 €;9
Monsieur K;10 Rue Marie Stuart 75002 Paris;Prix moyen 35 €;8,9
Abri;92 Rue du Faubourg Poissonnière 75010 Paris;Prix moyen 35 €;9,5
Le 114 Faubourg - Le Bristol Paris;114 Rue du Faubourg Saint-Honoré 75008 Paris;Prix moyen 75 €;9,5
Ô Comptoir du Sud-Ouest - Saint-Martin;167 Rue Saint-Martin 75003 Paris;Prix moyen 14 €;9
Brooklyn Café Batignolles;31, rue des Batignolles 75017 Paris;Prix moyen 22 €;8,7
A l'Endroit;9, rue du Tunnel 75019 Paris;Prix moyen 40 €;9,4
Bistro Burger Grands Boulevards;15 Boulevard Montmartre 75002 Paris;Prix moyen 18 €;8,7
Eat Sushi Convention;145 rue Saint-Charles 75015 Paris;Prix moyen 10 €;8,7
Pharamond;24 Rue de la Grande Truanderie 75001 Paris;Prix moyen 35 €;8,6
Bistro Saint-Dominique;131 Rue Saint-Dominique 75007 Paris;Prix moyen 25 €;8,7
Le Séraphin;5, rue Mabillon 75006 Paris;Prix moyen 25 €;8,8
Le First restaurant - Hôtel Westin;3 rue de Castiglione 75001 Paris;Prix moyen 45 €;8,8
la Rallonge;16 Rue Eugène Sue 75018 Paris;Prix moyen 30 €;9,5
Bistro Burger Montparnasse;53 Boulevard du Montparnasse 75006 Paris;Prix moyen 18 €;8,7
Les Jardins de L'Espadon - Ritz Paris;15 Place Vendôme 75001 Paris;Prix moyen 95 €;9,9
Le Un - Bistrot Gourmand;1, rue Lefebvre 75015 Paris;Prix moyen 35 €;8,8
Maison de la Truffe Madeleine;19, place de la Madeleine 75008 Paris;Prix moyen 59 €;8,8
L'Apatam;10 rue Thimonnier 75009 Paris;Prix moyen 42 €;9,5
Sonatines;42 Rue Friant 75014 Paris;Prix moyen 65 €;9,3
Le Sursaut;106, rue Saussure 75017 Paris;Prix moyen 24 €;8,8
Le Berry;39 Rue Brochant 75017 Paris;Prix moyen 25 €;8,8
Sourire du Vietnam;20 Rue Scheffer 75116 Paris;Prix moyen 50 €;8,5
Hemaru;3 Rue de Castellane 75008 Paris;Prix moyen 20 €;8,8
Le Cacahuète;1 rue Pierre Semard 75009 Paris;Prix moyen 30 €;8,8
Jodhpur Palace;16, rue Hénard 75012 Paris;Prix moyen 23 €;8,6
Maimika;10 Rue Lambert 75018 Paris;Prix moyen 30 €;8,8
Gusto Italia;23, rue Pasquier 75008 Paris;Prix moyen 27 €;8,6
Two Eat Work Café;11 Rue Notre Dame de Nazareth 75003 Paris;Prix moyen 30 €;8,8
Café Chastel;77 Rue Lecourbe 75015 Paris;Prix moyen 20 €;8,8
Zo;13, rue Montalivet 75008 Paris;Prix moyen 32 €;8,8
Palais de Vandan;30, rue Paul Fort 75014 Paris;Prix moyen 16 €;8,8
Le Grand Phénicien;4, rue Caulaincourt 75018 Paris;Prix moyen 12 €;8,8
Siam City;19 Rue Ferdinand Fabre 75015 Paris;Prix moyen 25 €;8,8
New TajMahal;28 Rue Saint-Lazare 75009 Paris;Prix moyen 30 €;8,8
Le Petit Italien;5, rue Saint-Gilles 75003 Paris;Prix moyen 33 €;8,8
La Jolie Boheme;13 Rue Darwin 75018 Paris;Prix moyen 25 €;8,8
Au Goût Dujour;12, rue Beaugrenelle 75015 Paris;Prix moyen 35 €;8,8
Bel Canto;72, quai de l'hôtel de ville 75004 Paris;Prix moyen 85 €;8,8
Al Punjab;5, rue du Général Beuret 75015 Paris;Prix moyen 22 €;8,5
Le Joy;46 Avenue George V 75008 Paris;;9,3
Le Lys d'Or;2, rue de Chaligny 75012 Paris;Prix moyen 26 €;8,8
Village India;14 Rue Mercœur 75011 Paris;Prix moyen 17 €;8,5
Le Lulli - Grand Hôtel du Palais Royal;4, rue de Valois 75001 Paris;Prix moyen 46 €;9
Vin et Marée Murat - Pte de St Cloud- Exelmans;183, boulevard Murat,angle 2 rue Daumier 75016 Paris;Prix moyen 38 €;8,6
Korean Barbecue Champs-Élysées;7 Rue de Ponthieu 75008 Paris;Prix moyen 25 €;8,8
Ô Woking;32 Rue Poissonnière 75002 Paris;Prix moyen 15 €;8,8
Deuz Restaurant;37 rue d'Alleray 75015 Paris;Prix moyen 33 €;8,8
MyPierogis;139 Avenue Parmentier 75010 Paris;Prix moyen 20 €;8,5
Au Doux Raisin;29, rue Descartes 75005 Paris;Prix moyen 30 €;8,5
Les Gourmands Disent;235 bis, rue Saint-Charles 75015 Paris;Prix moyen 26 €;8,8
Indian Swad;50 Rue de Dantzig 75015 Paris;Prix moyen 20 €;8,5
Aux Pipalottes Gourmandes;49 Rue de Rochechouart 75009 Paris;Prix moyen 18 €;8,8
Mil'a;11 Rue Jean-Jacques Rousseau 75001 Paris;Prix moyen 25 €;8,8
Le Petit Pantheon;47 Rue Monge 75005 Paris;Prix moyen 20 €;8,8
Libra;27 Rue Augereau 75007 Paris;Prix moyen 25 €;9,1
Savannah Café;27, rue Descartes 75005 Paris;Prix moyen 31 €;9
Carré des Feuillants - Alain Dutournier;14 Rue de Castiglione 75001 Paris;Prix moyen 135 €;9,4
La Table d'Hubert;148, avenue Felix Faure 75015 Paris;Prix moyen 25 €;8,8
Dominique Bouchet;11 Rue Treilhard 75008 Paris;Prix moyen 98 €;9,2
Apicius;20 Rue d'Artois, Paris, France 75008 Paris;Prix moyen 250 €;9,6
La Cave Lanrezac;3 Rue du Général Lanrezac 75017 Paris;Prix moyen 40 €;9,1
L'Oriental;55 Boulevard des Batignolles 75008 Paris;Prix moyen 40 €;9,2
Libshop - Etienne Marcel;96 Rue St Denis 75001 Paris;Prix moyen 16 €;8,6
Mazzucco;7, rue d'Enghien 75010 Paris;Prix moyen 20 €;9,2
Comme Chai Toi;13, quai de Montebello 75005 Paris;Prix moyen 40 €;9,1
Le P'tit Père;20 Rue Orfila 75020 Paris;Prix moyen 24 €;8,6
Syriana;234 Rue Championnet 75018 Paris;Prix moyen 20 €;8,8
Les 2 au Coin;7 Rue Notre Dame de Bonne Nouvelle 75002 Paris;Prix moyen 20 €;8,8
Pizza Wawa;35, rue Saint-Honoré 75001 Paris;Prix moyen 23 €;8,9
U Mulinu;28 Boulevard de l'Hôpital 75005 Paris;Prix moyen 27 €;8,9
Fontana Rosa;28, boulevard Garibaldi 75015 Paris;Prix moyen 37 €;8,7
Bio Dégustation;5 Rue de Lancry 75010 Paris;Prix moyen 18 €;8,8
La Brick;13, rue Pradier 75019 Paris;Prix moyen 27 €;9,1
24;24 Rue Jean Mermoz 75008 Paris;Prix moyen 56 €;9,5
Shanghai Pub;58 Avenue de la République 75011 Paris;Prix moyen 25 €;8,8
Au 41 Penthièvre;41 Rue de Penthièvre 75008 Paris;Prix moyen 65 €;9,2
Gaston;11 Rue Brochant 75017 Paris;Prix moyen 30 €;9,2
Le Metropolitan;10, place de Mexico 75016 Paris;Prix moyen 57 €;9,2
Yasmin;71-73, Passage Brady 75010 Paris;Prix moyen 21 €;8,7
Il Barone;5, rue Leopold Robert 75014 Paris;Prix moyen 30 €;9,2
Mumi;14 Rue Sauval 75001 Paris;Prix moyen 45 €;9,7
L'Italien;40 Rue de Ponthieu 75008 Paris;Prix moyen 35 €;8,6
Bistro de l'Arc;11 Avenue de la Grande Armée 75116 Paris;Prix moyen 35 €;8,8
La P'tite Cuisine;23, rue Poncelet 75017 Paris;Prix moyen 31 €;8,9
El Picaflor;9, rue Lacépède 75005 Paris;Prix moyen 38 €;8,9
Tonegawa;8 Rue Godot de Mauroy 75009 Paris;Prix moyen 18 €;8,8
Ceviche Piscobar;5 Rue Tiquetonne 75002 Paris;Prix moyen 35 €;8,8
Étude;14 Rue du Bouquet de Longchamp 75116 Paris;Prix moyen 90 €;9,5
Regal Paris;32 Rue Monsieur le Prince 75006 Paris;Prix moyen 23 €;9,2
Alain_Turing;70 Rue Saint-Lazare 75009 Paris;Prix moyen 50 €;
Le Bistrot Gourmand;28 Rue Guersant 75017 Paris;Prix moyen 23 €;9,3
Yaki Kobe (new genki sushi);14 Rue de Sèze 75009 Paris;Prix moyen 18 €;8,6
Au Pied Du Sacré Coeur;85 Rue Lamarck 75018 Paris;Prix moyen 30 €;8,6
Le Paradis des Amis;72 Rue Gay-Lussac 75005 Paris;Prix moyen 31 €;9
Flor de Naranja;145 Rue Legendre 75017 Paris;Prix moyen 15 €;9
Girasole due;69, rue croulebarbe 75013 Paris;Prix moyen 27 €;8,6
Vingt Heures Vin La Suite;2 Rue des Goncourt 75011 Paris;Prix moyen 20 €;9,3
Sakura Teppanyaki;46, rue des Dames 75017 Paris;Prix moyen 25 €;8,6
Les Argentiers;24 Rue de Reuilly 75012 Paris;Prix moyen 16 €;8,6
Bül;20 Avenue Trudaine 75009 Paris;Prix moyen 20 €;9,3
Fondue Chongqing;145 Avenue Daumesnil 75012 Paris;Prix moyen 25 €;9
Le Bon Bock;2, rue Dancourt 75018 Paris;Prix moyen 35 €;8,7
Sale e Pepe;10 Rue Rennequin 75017 Paris;Prix moyen 17 €;9
Le Millau;7 Rue du Rendez-Vous 75012 Paris;Prix moyen 30 €;9
Market;15, avenue Matignon 75008 Paris;Prix moyen 70 €;8,7
B-Boyz;5, avenue Trudaine 75009 Paris;Prix moyen 18 €;9
XVII sur Vin;99 Rue Jouffroy d´Abbans 75017 Paris;Prix moyen 35 €;9,3
La Maison des Cyclades - Beaugrenelle;96 Rue Saint-Charles 75015 Paris;Prix moyen 15 €;9,3
El Camino;16, rue Guillaume Bertrand 75011 Paris;Prix moyen 18 €;9
Café d'Albert Paris 11ème;109, boulevard de Charonne 75011 Paris;Prix moyen 26 €;8,6
L'Orriu di Beauvau;4 Rue des Saussaies, Paris, France 75008 Paris;Prix moyen 39 €;9
Crabe Royal;19 Place de la Madeleine 75008 Paris;Prix moyen 32 €;8,6
Pong Crabe;82 Rue Hallé 75014 Paris;Prix moyen 20 €;9
Boutary;25 Rue Mazarine 75006 Paris;Prix moyen 50 €;9,3
Osè African Cuisine;34 Rue du Faubourg Saint-Martin 75010 Paris;Prix moyen 10 €;8,6
Ristorante Prima;68 Avenue Gambetta, Paris, France 75020 Paris;Prix moyen 20 €;9
Vatrouchka;145, boulevard Montparnasse 75006 Paris;Prix moyen 24 €;9
Latinogourmand la Glacière;117, rue de la Glacière 75013 Paris;Prix moyen 21 €;8,6
L'Iliade;59 Rue de Belleville 75019 Paris;Prix moyen 30 €;9
Itegue Taitu;66 Rue Armand Carrel 75019 Paris;Prix moyen 25 €;9
Au Bon Moment Comme à la Maison;7 Rue de Wattignies 75012 Paris;Prix moyen 20 €;9
Paso Doble;53, rue blanche 75009 Paris;Prix moyen 25 €;8,7
Da Enzo;129, rue de la Tour 75116 Paris;Prix moyen 28 €;8,7
Le Braque;11 Rue de Braque 75003 Paris;Prix moyen 35 €;9
Les Petits Plats d'Emile;8 Rue Jean-Jacques Rousseau 75001 Paris;Prix moyen 20 €;8,6
Neromora;36 Boulevard de l'Hôpital, Paris, France 75005 Paris;Prix moyen 31 €;8,6
La Boite aux Lettres;108 Rue Lepic 75018 Paris;Prix moyen 35 €;9,3
Bibimbaps -Peireire;32 Boulevard Pereire 75017 Paris;Prix moyen 25 €;9
Le Restaurant Boudoir;2 Place des Pyramides 75001 Paris;Prix moyen 38 €;9
Bombay Curry - Paris Nation;103 Rue de Montreuil 75011 Paris;Prix moyen 15 €;8,6
L'Empreinte;5 Rue Mouton-Duvernet 75014 Paris;Prix moyen 45 €;9
Le 16e sens;3, rue Gustave Courbet 75016 Paris;Prix moyen 31 €;9
L'Inconnu;4 Rue Pierre Leroux 75007 Paris;Prix moyen 70 €;9,3
El Picador;80, boulevard des Batignolles 75017 Paris;Prix moyen 38 €;8,4
La Sardegna;94 Boulevard des Batignolles 75017 Paris;Prix moyen 32 €;9
Helen;3, rue Berryer 75008 Paris;Prix moyen 100 €;9,4
Levain, Le Vin;83 Rue du Faubourg Saint-Martin 75010 Paris;Prix moyen 20 €;9,3
Kigawa;186, rue du Château 75014 Paris;Prix moyen 47 €;9,4
L'Archeste;79 Rue de la Tour 75116 Paris;Prix moyen 85 €;9,4
Le Janissaire;24, allée Vivaldi 75012 Paris;Prix moyen 30 €;9,3
Chez Loulou;51 Rue de Montreuil 75011 Paris;Prix moyen 22 €;9
D'Chez Eux;2, avenue Lowendal 75007 Paris;Prix moyen 78 €;9,1
La Casbah;18-20, rue de la Forge Royale 75011 Paris;Prix moyen 34 €;8,8
L´Atelier Libanais - Pigalle;73 Boulevard de Clichy 75009 Paris;Prix moyen 16 €;8,9
L'Arôme;3 Rue Saint-Philippe du Roule 75008 Paris;Prix moyen 100 €;9,4
Il Conviviale;28 Rue Vernier 75017 Paris;Prix moyen 30 €;8,9
La Nonna;33 Rue de Sambre-et-Meuse 75010 Paris;Prix moyen 17 €;8,9
Le Café de la Butte;71, rue Caulaincourt 75018 Paris;Prix moyen 36 €;8,9
Restaurant du Palais Royal;110 Galerie de Valois 75001 Paris;Prix moyen 120 €;9,4
Goumard;9, rue Duphot 75001 Paris;Prix moyen 38 €;8,6
Les Fils à Maman Abbesses;6 Rue Aristide Bruant 75018 Paris;Prix moyen 27 €;8,9
Le Clan des Jules;7, rue Brochant 75017 Paris;Prix moyen 35 €;8,9
Il Grigio;147 Rue Saint-Dominique 75007 Paris;Prix moyen 20 €;8,9
Kathmandu;22, rue des Boulangers 75005 Paris;Prix moyen 19 €;8,9
Aloy Aloy;61, rue des Trois Frères 75018 Paris;Prix moyen 24 €;8,9
Il Carpaccio - Hôtel Royal Monceau;37 Avenue Hoche 75008 Paris;Prix moyen 98 €;9,2
L'Arlequin Café;31 bis, rue Louis Blanc 75010 Paris;Prix moyen 29 €;8,7
Le Méchoui du Prince;34-36, rue Monsieur le Prince 75006 Paris;Prix moyen 25 €;8,9
Restaurant Libanais Ugarit;215, rue de la Croix Nivert 75015 Paris;Prix moyen 22 €;8,6
L'atelier Gambey - Pierre Sang;6 Rue Gambey 75011 Paris;Prix moyen 60 €;9,4
La Bastide d'Opio;9, rue Guisarde 75006 Paris;Prix moyen 28 €;8,7
Atelier Ramey;23 Rue Ramey 75018 Paris;Prix moyen 35 €;8,9
La Pâte à Nouilles;8 Rue de Castellane 75008 Paris;Prix moyen 14 €;8,7
Le Paradis du Couscous;22 Rue Wilhem 75016 Paris;Prix moyen 20 €;8,9
Restaurant A.T;4, rue du Cardinal Lemoine 75005 Paris;Prix moyen 65 €;9,4
Gentlemen Farmers;44 Rue Legendre 75017 Paris;Prix moyen 15 €;8,6
Saïgon Panthéon;27, rue Descartes 75005 Paris;Prix moyen 25 €;8,9
Trois Crabes;17 Rue Claude Tillier 75012 Paris;Prix moyen 23 €;8,9
Crêperie L'Atelier - Grand boulevard;15, rue Sainte Cécile 75009 Paris;Prix moyen 15 €;8,9
Le Bon Jour;6 Rue de Maubeuge 75009 Paris;Prix moyen 25 €;8,9
Matsuyama II;155, rue Lecourbe 75015 Paris;Prix moyen 19 €;8,9
Madame Messieurs;80 Rue de Maubeuge 75009 Paris;Prix moyen 20 €;9,5
Les Comédiens;44 boulevard du Montparnasse 75015 Paris;Prix moyen 23 €;8,4
Domani;8 Avenue Franklin Delano Roosevelt 75008 Paris;Prix moyen 49 €;8,4
Villa Darjeeling;110 Boulevard de Charonne 75020 Paris;Prix moyen 20 €;
Wou Cha;7 Rue Ernest Cresson 75014 Paris;Prix moyen 18 €;8,7
Colonel Moustache;56 Boulevard de la Tour-Maubourg 75007 Paris;Prix moyen 30 €;8,4
Palinuro;18, rue Chauchat 75009 Paris;Prix moyen 15 €;8,4
Palais de l'Inde;4 Boulevard de Port-Royal 75005 Paris;Prix moyen 25 €;8,4
La Piazzetta;98 Rue Montmartre, 75002 Paris, France 75002 Paris;Prix moyen 28 €;8,7
Pietro;28, rue Jean Mermoz 75008 Paris;Prix moyen 36 €;8,5
Agapes;47 bis, rue Poliveau 75005 Paris;Prix moyen 28 €;8,9
Gwada Café;47, rue Léon Frot 75011 Paris;Prix moyen 29 €;8,7
Zorba Le Grec;17 Rue Grégoire de Tours 75006 Paris;Prix moyen 25 €;8,4
Zafran;35, rue Saint-Petersbourg 75008 Paris;Prix moyen 20 €;8,4
Damasquino;103 Rue Saint-Maur 75011 Paris;Prix moyen 10 €;9,5
Le Mélisse;101, rue Brancion 75015 Paris;Prix moyen 22 €;8,7
La Reine de Saba;78 Rue Jean-Pierre Timbaud 75011 Paris;Prix moyen 25 €;9,5
Siam Bangkok;31 Rue du Faubourg Montmartre 75009 Paris;Prix moyen 20 €;9
Babel Café;109 Boulevard de Ménilmontant 75011 Paris;Prix moyen 15 €;
Chez Paolo;21 Rue Pierre Fontaine 75009 Paris;Prix moyen 15 €;8,7
L'Atelier B;129 Rue du Château 75014 Paris;Prix moyen 22 €;8,7
Gandhi Mahal;61, rue de Vouillé 75015 Paris;Prix moyen 16 €;8,4
Le Niv's;8, rue des Batignolles 75017 Paris;Prix moyen 26 €;8,7
Rozell Café;24 Rue la Vieuville 75018 Paris;Prix moyen 15 €;9,5
Les Saveurs de l'Orient;43, passage des Panoramas 75002 Paris;Prix moyen 20 €;8,4
Fujiyaki;20 Rue Henry Monnier 75009 Paris;Prix moyen 18 €;8,7
Tandoori;10, rue de l'Arrivée 75015 Paris;Prix moyen 21 €;8,5
L'Atelier des Guillemites;3 Rue des Guillemites 75004 Paris;Prix moyen 25 €;9,5
Kohinoor;178, rue Marcadet 75018 Paris;Prix moyen 16 €;8,7
Terres de Truffes Paris;21 rue Vignon 75008 Paris;Prix moyen 60 €;8,7
Le P'tit Bougnat;118, boulevard de Courcelles 75017 Paris;Prix moyen 33 €;8,5
Le Cépage Montmartois;65 Rue Caulaincourt 75018 Paris;Prix moyen 25 €;8,7
Le Sympathique;88 Boulevard Saint-Marcel 75005 Paris;Prix moyen 24 €;
Jours de Fête;72, quai de Jemmapes 75010 Paris;Prix moyen 24 €;8,7
Bistrot Cockney;39, boulevard Clichy 75009 Paris;Prix moyen 20 €;8,3
El Chalan - Porte de Versailles;6, rue Lefebvre 75015 Paris;Prix moyen 23 €;8,7
Ze Kitchen Galerie - William Ledeuil;4 Rue des Grands Augustins 75006 Paris;Prix moyen 50 €;9,5
Le Versance;16, rue Feydeau 75002 Paris;Prix moyen 70 €;9,2
Bassanti;3, rue Larochelle 75014 Paris;Prix moyen 22 €;8,7
Maloya;59 Rue de Lancry 75010 Paris;Prix moyen 20 €;9
Chinoiserie & Café M - Hyatt Paris Madeleine;24, boulevard Malesherbes 75008 Paris;Prix moyen 59 €;9
Agapé;51 Rue Jouffroy d'Abbans 75017 Paris;Prix moyen 96 €;9,1
Les Optimistes;46 Avenue Claude Vellefaux 75010 Paris;Prix moyen 20 €;9
La Table de Geneviève;8, rue Descartes 75005 Paris;Prix moyen 35 €;9
B.B.B;36, boulevard des Batignolles 75017 Paris;Prix moyen 36 €;9
Loiseau rive Gauche;5, rue de Bourgogne 75007 Paris;Prix moyen 72 €;9,3
Homies;26 Rue Beautreillis, Paris, France 75004 Paris;Prix moyen 30 €;9
Shang Palace - Shangri-La Hotel, Paris;10, avenue d'Iena 75016 Paris;Prix moyen 88 €;9,2
Môm;4-6, rue Pierre Demours 75017 Paris;Prix moyen 34 €;8,9
Le III;3, rue du Roi Doré 75003 Paris;Prix moyen 35 €;8,7
Il Piccolino;10, rue de Constantinople 75008 Paris;Prix moyen 32 €;8,7
La Table du Huit - La Maison Champs-Elysées;8, rue Jean Goujon 75008 Paris;Prix moyen 55 €;9
La Librairie;2, rue Duban 75016 Paris;Prix moyen 43 €;9,1
Ô Château;68, rue Jean-Jacques Rousseau 75001 Paris;Prix moyen 34 €;9,2
L'Ardoise;97 Rue de Charenton 75012 Paris;Prix moyen 24 €;8,7
Café Artcurial;7, rond point des Champs Elysées 75008 Paris;Prix moyen 40 €;8,7
Il Covo;10, Rue Boutebrie 75005 Paris;Prix moyen 20 €;8,7
Orchid Thai;10 Cours de Vincennes 75012 Paris;Prix moyen 25 €;9,1
Your Kitchen;93 Rue Beaubourg 75003 Paris;Prix moyen 15 €;9,1
IM Thai Gourmet;8 Rue de Port Mahon 75002 Paris;Prix moyen 20 €;8,7
A la Châtaigne;22, rue de Miromesnil 75008 Paris;Prix moyen 39 €;9,1
L'île de Gorée;70 Rue Jean-Pierre Timbaud 75011 Paris;Prix moyen 25 €;8,7
Le Saigon d'Antan;24 Rue Monsieur le Prince 75006 Paris;Prix moyen 20 €;8,7
Le Bigado;74 boulevard Malesherbes 75008 Paris;Prix moyen 20 €;8,7
Le Pichet de Paris;68, rue Pierre Charron 75008 Paris;Prix moyen 45 €;8,8
Au Petit Tonneau;20 Rue Surcouf 75007 Paris;Prix moyen 40 €;9,4
Crêperie Crêpolog';21 Rue Neuve Saint-Pierre 75004 Paris;Prix moyen 15 €;9,1
New Aqib;47, rue Monsieur le Prince 75006 Paris;Prix moyen 19 €;8,5
Le Bistrot d'Yves;33, rue Cardinet 75017 Paris;Prix moyen 29 €;9,4
Baptori;18 Rue Blomet 75015 Paris;;8,7
Le Diamant de Paris;59, rue Servan 75011 Paris;Prix moyen 19 €;8,7
Le Chemise;42, rue de Malte 75011 Paris;Prix moyen 45 €;9,4
La Reine du Kashmir;80 Passage Brady 75010 Paris;Prix moyen 16 €;8,6
Le Passage;46 Rue des Fossés Saint-Bernard 75005 Paris;Prix moyen 23 €;8,7
Bibimbaps - Saint-Ferdinand;14 Rue Saint-Ferdinand 75017 Paris;Prix moyen 25 €;9,1
Les Cop's et leurs Cuisines du Monde;148, rue du Château 75014 Paris;Prix moyen 22 €;9,1
Le Village de l'Inde;148, rue de la Pompe 75016 Paris;Prix moyen 25 €;8,7
BBQ Bistrot;81 Rue Réaumur 75002 Paris;Prix moyen 20 €;8,5
Le Café de la Poste;76 Rue Damrémont 75018 Paris;Prix moyen 23 €;8,5
Louis;23 Rue de la Victoire 75009 Paris;Prix moyen 60 €;9,4
Le Comptoir des Arts;100 Rue Monge 75005 Paris;Prix moyen 25 €;8,3
Le Keller - Hôtel Champs-Elysées Plaza;35, rue de Berri 75008 Paris;Prix moyen 68 €;9,1
L'Authentique;167, rue de Vaugirard 75015 Paris;Prix moyen 35 €;8,6
Au Club des Siciliens;18 Rue du Dragon 75006 Paris;Prix moyen 40 €;8,5
Tandooright;33 Rue Falguière 75015 Paris;Prix moyen 15 €;8,5
Massawa;22, rue du Château Landon 75010 Paris;Prix moyen 18 €;8,9
Brasserie Flo Paris;7 Cour des Petites Écuries 75010 Paris;Prix moyen 49 €;8,6
Pietro Lecourbe;81, rue Lecourbe 75015 Paris;Prix moyen 25 €;8,6
A la Banane Ivoirienne;10, rue de La Forge Royale 75011 Paris;Prix moyen 20 €;8,5
Les Bienveillants;65 Boulevard Davout 75020 Paris;Prix moyen 17 €;8,9
Bhakti;14 Avenue du Maine 75015 Paris;Prix moyen 18 €;8,3
Sushi Express;140 Rue du Château 75014 Paris;Prix moyen 15 €;9,1
1K - Hotel - Restaurant;13 Boulevard du Temple 75003 Paris;Prix moyen 40 €;8,6
Les Climats;41, rue de Lille 75007 Paris;Prix moyen 80 €;9,5
Délice de l'Inde;66, rue Legendre 75017 Paris;Prix moyen 16 €;8,7
Le Vinci;23, rue Paul Valéry 75116 Paris;Prix moyen 55 €;9,2
Saïdoune;35, rue Legendre 75017 Paris;Prix moyen 23 €;9,4
16 Haussmann - Paris Marriott Opera Ambassador hotel;16, boulevard Haussmann 75009 Paris;Prix moyen 42 €;8,4
Conti;72 rue Lauriston 75016 Paris;Prix moyen 56 €;9,2
Philippe Excoffier;18, rue de l'Exposition 75007 Paris;Prix moyen 45 €;9,3
Le Point Zero;9, rue Paul Lelong 75002 Paris;Prix moyen 18 €;9
Nakatani;27 Rue Pierre Leroux, Paris, France 75007 Paris;Prix moyen 105 €;9,3
Les Koupoles;55 Rue des Mathurins 75008 Paris;Prix moyen 30 €;8,8
L'Epoque;81, rue du Cardinal Lemoine 75005 Paris;Prix moyen 25 €;8,8
Matsuri Boétie;103 rue La Boétie 75008 Paris;Prix moyen 18 €;8,6
La Brigout;54, rue d'Argout 75002 Paris;Prix moyen 25 €;9
Arty;17 rue Daunou 75002 Paris;Prix moyen 40 €;8,8
Les Jardins de Shah Jahan;179, rue Vaugirard 75015 Paris;Prix moyen 25 €;8,8
Lucas Carton - Julien DUMAS;9, place de la Madeleine 75008 Paris;Prix moyen 170 €;9,3
L'Arbre à Cannelle;14 Rue Linné 75005 Paris;Prix moyen 20 €;8,8
New Delhi Palace;13 Rue de Valenciennes 75010 Paris;Prix moyen 16 €;8,8
Clint;174 Rue de la Roquette 75011 Paris;Prix moyen 15 €;8,8
Le Cidre d'Or;251 Rue de Charenton 75012 Paris;Prix moyen 15 €;8,8
Aux 3 Passages;11 Rue Saint-Maur 75011 Paris;Prix moyen 25 €;8,8
404;69, rue des Gravilliers 75003 Paris;Prix moyen 38 €;9,3
Hôtel California Lounge Bar;16, rue de Berri 75008 Paris;Prix moyen 35 €;8,6
